id	context	tone	vars	chars_ko	ko	en	ja	zh_cn
map.deepOpenToast	탐험 지도 UI	라벨(명사구)		27	🕳️ 새 지역이 지도에 표시됩니다: 뒷골목 심부	🕳️ New area on the map: Back-Alley Depths	🕳️ 新しいエリアが地図に表示されます: 裏路地深部	
btn.uiPin.title	버튼 라벨(짧게 — 잘림 주의)	라벨(명사구)		8	UI 배치 고정	Lock UI layout	UI配置固定	
ui.pinned	일반 UI	라벨(명사구)		38	📌 UI 배치가 고정됐습니다. 패널을 옮기려면 다시 눌러 푸십시오.	📌 UI layout locked. Press again to unlock and move panels.	📌 UI配置を固定しました。パネルを動かすには、もう一度押して解除してください。	
ui.unpinned	일반 UI	라벨(명사구)		19	📌 UI 배치 고정이 풀렸습니다.	📌 UI layout unlocked.	📌 UI配置の固定を解除しました。	
craft.resTag	제작창	라벨(명사구)		5	 · 자원	 · resource	 · 資源	
craft.candleHint	제작창	라벨(명사구)		38	양초는 놓는 가구가 아니라 연료다 — 캔들 스툴·랜턴·촛대가 태운다.	Candles are fuel, not furniture to place — candle stools, lanterns and candelabras burn them.	ろうそくは置く家具ではなく燃料だ — キャンドルスツールやランタン、燭台が消費する。	
inv.getByCraft	일반 UI	라벨(명사구)		9	제작대에서 만든다	Craft it at the workbench	作業台で作る	
place.noStockCraft	일반 UI	라벨(명사구)	{name}	26	{name}의 재고가 없다. 제작대에서 만들자.	No {name} in stock. Craft one at the workbench.	{name}の在庫がない。作業台で作ろう。	
tip.dark	종이 팁 팝업	혼잣말·반말		55	밤이 왔다. 광원이 없으면 방은 죽은 형광등뿐이다 — 인벤토리의 캔들 스툴을 놓자. 양초가 연료다.	Night has come. Without a light source the room only has the dead fluorescent — place the candle stool from my inventory. Candles are its fuel.	夜が来た。光源がなければ部屋は死んだ蛍光灯だけだ — インベントリのキャンドルスツールを置こう。ろうそくが燃料だ。	
data.ach.cat.desc	일반 UI	라벨(명사구)		15	길고양이를 가족으로 맞이하다	Welcome a stray cat as family	野良猫を家族に迎える	
data.ach.cat.name	일반 UI	라벨(명사구)		6	고양이 집사	Cat Servant	猫の下僕	
data.ach.col21.desc	일반 UI	라벨(명사구)		18	도감 25% (가구 색상 21종)	Collection 25% (21 furniture colors)	図鑑25% (家具カラー21種)	
data.ach.col21.name	일반 UI	라벨(명사구)		3	수집가	Collector	コレクター	
data.ach.col42.desc	일반 UI	라벨(명사구)		6	도감 50%	Collection 50%	図鑑50%	
data.ach.col42.name	일반 UI	라벨(명사구)		4	큐레이터	Curator	キュレーター	
data.ach.colAll.desc	일반 UI	라벨(명사구)		14	도감 100% (84색상)	Collection 100% (84 colors)	図鑑100% (84色)	
data.ach.colAll.name	일반 UI	라벨(명사구)		8	폐허의 박물관장	Museum Keeper of the Ruins	廃墟の博物館長	
data.ach.comfort90.desc	일반 UI	라벨(명사구)		9	쾌적함 90 달성	Reach comfort 90	快適さ90を達成	
data.ach.comfort90.name	일반 UI	라벨(명사구)		7	완벽한 안식처	Perfect Refuge	完璧な安息所	
data.ach.craft20.desc	일반 UI	라벨(명사구)		6	제작 20회	Craft 20 times	クラフト20回	
data.ach.craft20.name	일반 UI	라벨(명사구)		6	폐허의 장인	Ruins Artisan	廃墟の職人	
data.ach.craft5.desc	일반 UI	라벨(명사구)		5	제작 5회	Craft 5 times	クラフト5回	
data.ach.craft5.name	일반 UI	라벨(명사구)		3	손재주	Handy	器用な手	
data.ach.ending.desc	일반 UI	라벨(명사구)		14	박사와 함께, 폐허 너머로	With the doctor, beyond the ruins	博士とともに、廃墟の向こうへ	
data.ach.ending.name	일반 UI	라벨(명사구)		6	폐허 너머로	Beyond the Ruins	廃墟の向こうへ	
data.ach.exp10.desc	일반 UI	라벨(명사구)		9	탐험 성공 10회	10 successful expeditions	探索成功10回	
data.ach.exp10.name	일반 UI	라벨(명사구)		8	베테랑 스캐빈저	Veteran Scavenger	ベテラン・スカベンジャー	
data.ach.exp30.desc	일반 UI	라벨(명사구)		9	탐험 성공 30회	30 successful expeditions	探索成功30回	
data.ach.exp30.name	일반 UI	라벨(명사구)		6	폐허의 주인	Lord of the Ruins	廃墟の主	
data.ach.first.desc	일반 UI	라벨(명사구)		7	첫 탐험 성공	First successful expedition	初の探索成功	
data.ach.first.name	일반 UI	라벨(명사구)		5	첫 발걸음	First Steps	最初の一歩	
data.ach.mods3.desc	일반 UI	라벨(명사구)		11	거처 개조 3개 설치	Install 3 shelter mods	シェルター改修を3つ設置	
data.ach.mods3.name	일반 UI	라벨(명사구)		6	개조 기술자	Modder	改修技師	
data.ach.nine_winters.desc	일반 UI	라벨(명사구)		13	아홉 번의 겨울을 넘기다	Weather nine winters	九度の冬を越える	
data.ach.nine_winters.name	일반 UI	라벨(명사구)		8	아홉 번째 겨울	Nine Winters	九度目の冬	
data.ach.renov3.desc	일반 UI	라벨(명사구)		8	거처 3곳 정비	Refit 3 shelters	シェルター3か所を整備	
data.ach.renov3.name	일반 UI	라벨(명사구)		3	개척자	Pioneer	開拓者	
data.ach.renovAll.desc	일반 UI	라벨(명사구)		11	거처 9곳 전부 정비	Refit all 9 shelters	シェルター9か所すべてを整備	
data.ach.renovAll.name	일반 UI	라벨(명사구)		7	모든 곳이 집	Everywhere Is Home	すべてが我が家	
data.ach.settled8.desc	일반 UI	라벨(명사구)		14	한 거처에 8일 연속 거주	Live 8 days straight in one shelter	同じシェルターに8日連続で居住	
data.ach.settled8.name	일반 UI	라벨(명사구)		4	정든 집	Settled Home	住み慣れた家	
data.ach.silence.desc	일반 UI	라벨(명사구)		1	…	…	…	
data.ach.silence.name	일반 UI	라벨(명사구)		2	침묵	Silence	沈黙	
data.ach.winter.desc	일반 UI	라벨(명사구)		18	Day 48 도달 (사계절 생존)	Reach Day 48 (survive all seasons)	Day 48に到達 (四季を生き延びる)	
data.ach.winter.name	일반 UI	라벨(명사구)		8	첫 겨울을 넘다	Past the First Winter	最初の冬を越えて	
data.bcast.auto_beacon.air	일반 UI	라벨(명사구)		40	…관측소 자동 송신. 좌표 기록 중. 신호 감지 시 보고. …자동 송신—	…observatory auto-transmit. Logging coordinates. Report on signal. …auto-transmit—	…観測所自動送信。座標記録中。信号検知時に報告。…自動送信—	
data.bcast.auto_beacon.desc	일반 UI	라벨(명사구)		59	…관측소 자동 송신. 좌표 기록 중. 지상 신호 감지 시 보고. 사람의 목소리는 한 마디도 섞이지 않는다.	…observatory auto-transmit. Logging coordinates. Report on surface-signal detection. Not one human word in it.	…観測所自動送信。座標記録中。地上信号の検知時に報告。人の声はひと言も混じらない。	
data.bcast.auto_beacon.name	일반 UI	라벨(명사구)		8	자동 관측 신호	Automated Beacon	自動観測信号	
data.bcast.doctor1.air	일반 UI	라벨(명사구)		55	…겨울 아홉 번이면 대기가 가라앉는다. 그때까지 버틴 신호는— 우연이 아니다. 계속 관측한다. 끝.	…nine winters, and the air settles. A signal that holds that long— no accident. Still watching. Out.	…九度の冬で大気は静まる。そこまで持ちこたえた信号は—偶然じゃない。観測を続ける。以上。	
data.bcast.doctor1.desc	일반 UI	라벨(명사구)		74	"…겨울이 아홉 번 지나면, 대기가 가라앉는다고 계산했다. 그 전까지 버틴 신호가 있다면, 그건 우연이 아니다. — 계속 관측한다."	"…by my count, after nine winters the air settles. If a signal holds out that long, it is no accident. — I keep watching."	「…九度の冬が過ぎれば、大気は静まると計算した。それまで持ちこたえた信号があるなら、それは偶然ではない。— 観測を続ける。」	
data.bcast.doctor1.name	일반 UI	라벨(명사구)		14	박사의 일지 · 조각 하나	Doctor’s Log · Fragment One	博士の日誌 · 断片一	
data.bcast.doctor2.air	일반 UI	라벨(명사구)		51	…위성은 아직 돈다. 불빛 하나가 아홉 해를 버티면— 내려갈 이유가 된다. …기다린다. 끝.	…the satellite still turns. One light, nine years— reason enough to come down. …I wait. Out.	…衛星はまだ回っている。ひとつの明かりが九年持ちこたえれば—降りる理由になる。…待つ。以上。	
data.bcast.doctor2.desc	일반 UI	라벨(명사구)		66	"관측 위성은 아직 돈다. 지상에 불빛 하나가 아홉 해를 버티면, 우리는 내려갈 이유를 얻는다. 그 하나를 기다린다."	"The satellite still turns. If one light on the ground lasts nine years, we are given a reason to come down. I wait for that one."	「観測衛星はまだ回っている。地上でひとつの明かりが九年持ちこたえれば、我々は降りる理由を得る。そのひとつを待っている。」	
data.bcast.doctor2.name	일반 UI	라벨(명사구)		13	박사의 일지 · 조각 둘	Doctor’s Log · Fragment Two	博士の日誌 · 断片二	
data.bcast.fc_spring.air	일반 UI	라벨(명사구)		39	…기온 오름. 해빙, 길 질척임. 파종 서두를 것. …반복한다. 파종—	…temps rising. Thaw, mud roads. Sow early. …repeat. Sow—	…気温上昇。解氷、道ぬかるみ。播種を急ぐこと。…繰り返す。播種—	
data.bcast.fc_spring.desc	일반 UI	라벨(명사구)		56	…낮 기온 오름. 남은 눈 녹아 길 질척임. 이른 풀 돋음. 파종을 서두르라는 옛 방송의 잔향뿐이다.	…daytime warming. What snow remains melts to mud. Early grass. Only the echo of an old broadcast urging you to sow.	…日中の気温上昇。残雪が解け、道はぬかるむ。早い草が芽吹く。播種を急げと告げる、古い放送の残響だけだ。	
data.bcast.fc_spring.name	일반 UI	라벨(명사구)		7	봄 기상 안내	Spring Weather Notice	春の気象案内	
data.bcast.fc_summer.air	일반 UI	라벨(명사구)		41	…폭염 지속. 식수 아낄 것. 신선식 금방 상함. 통조림 아껴라. …이상.	…heat holding. Ration water. Fresh spoils fast. Save the cans. …out.	…猛暑続く。飲み水は節約せよ。生ものはすぐ傷む。缶詰は温存。…以上。	
data.bcast.fc_summer.desc	일반 UI	라벨(명사구)		54	…연일 무더위. 식수 관리 각별히. 신선한 것은 곧 상함. 통조림을 아끼라던 목소리가 지직거린다.	…relentless heat, days on end. Guard your water. Fresh food spoils fast. A voice crackles: save the cans.	…連日の猛暑。飲み水の管理は入念に。生ものはすぐ傷む。缶詰を惜しめという声が、ジジッとかすれる。	
data.bcast.fc_summer.name	일반 UI	라벨(명사구)		8	여름 기상 안내	Summer Weather Notice	夏の気象案内	
data.bcast.fc_winter.air	일반 UI	라벨(명사구)		35	…한파 주의보. 연료·단열 점검할 것. 반복한다. 한파 주의보—	…cold-snap warning. Check fuel, insulation. Repeat. Cold-snap warning—	…寒波注意報。燃料・断熱を点検せよ。繰り返す。寒波注意報—	
data.bcast.fc_winter.desc	일반 UI	라벨(명사구)		47	…한파 주의보. 연료와 단열을 점검하라. 이 방송이 언제 녹음됐는지는 아무도 모른다.	…cold-snap warning. Check your fuel and insulation. No one knows when this was recorded.	…寒波注意報。燃料と断熱を点検せよ。この放送がいつ録音されたのか、誰も知らない。	
data.bcast.fc_winter.name	일반 UI	라벨(명사구)		8	겨울 기상 안내	Winter Weather Notice	冬の気象案内	
data.bcast.gov_curfew.air	일반 UI	라벨(명사구)		39	…해당 구역 통행 제한. 지정 대피소로 이동. …반복한다. 통행 제한—	…zone under curfew. Proceed to shelter. …repeat. Under curfew—	…当該区域は通行制限。指定避難所へ移動せよ。…繰り返す。通行制限—	
data.bcast.gov_curfew.desc	일반 UI	라벨(명사구)		67	…해당 구역은 통행이 제한됩니다. 지정된 대피소로 이동하십시오. …구역은 통행이 제한됩니다. 이동하십시오. …제한됩니다…	…this zone is under curfew. Proceed to a designated shelter. …zone is under curfew. Proceed. …under curfew…	…当該区域は通行が制限されています。指定された避難所へ移動してください。…区域は通行が制限されています。移動してください。…制限されています…	
data.bcast.gov_curfew.name	일반 UI	라벨(명사구)		13	통행 제한 안내 (반복)	Curfew Notice (looped)	通行制限案内（ループ）	
data.bcast.gov_ration.air	일반 UI	라벨(명사구)		38	…배급표 지참. 1인 1일 1통. 질서 유지. …배급표 지참. 1인—	…coupon required. One jug per person. Keep order. …coupon required—	…配給票を持参。1人1日1本。秩序維持。…配給票を持参。1人—	
data.bcast.gov_ration.desc	일반 UI	라벨(명사구)		57	…배급표를 지참하십시오. 한 사람당 하루 한 통. 질서를 지켜주십시오. 같은 문장이 끝없이 되풀이된다.	…bring your ration coupon. One jug per person a day. Please keep order. The same lines loop without end.	…配給票をご持参ください。1人につき1日1本。秩序をお守りください。同じ文が果てしなく繰り返される。	
data.bcast.gov_ration.name	일반 UI	라벨(명사구)		10	배급 안내 (반복)	Ration Notice (looped)	配給案内（ループ）	
data.bcast.merchant_ad.air	일반 UI	라벨(명사구)		40	…장수요. 물건 바꿉니다. 겨울 전 연료 비쌈. 가을에 챙길 것. …끝.	…trader here. I swap goods. Fuel runs dear come winter. Stock up. …out.	…こちら行商。物々交換します。冬前は燃料が高くつく。秋のうちに備えを。…以上。	
data.bcast.merchant_ad.desc	일반 UI	라벨(명사구)		54	…돌아다니는 장수요. 있는 것과 없는 것을 바꿉니다. 겨울 전엔 연료가 비싸요. 가을에 챙겨두쇼.	…a traveling trader here. I swap what I have for what I don’t. Fuel runs dear before winter. Stock up in autumn.	…流れの行商です。あるものとないものを交換します。冬前は燃料が高くなりますよ。秋のうちに備えときな。	
data.bcast.merchant_ad.name	일반 UI	라벨(명사구)		5	행상 예고	Peddler’s Notice	行商の予告	
data.bcast.music_unknown.air	일반 UI	라벨(명사구)		18	…♪ …가사 없는 낡은 곡… ♪…	…♪ …an old tune, no words… ♪…	…♪ …歌詞のない古い曲… ♪…	
data.bcast.music_unknown.desc	일반 UI	라벨(명사구)		64	가사 없는 낡은 곡이 흐른다. 누가, 왜 아직도 이걸 송출하는지 알 수 없다. 그래도 잠시, 혼자가 아닌 것 같다.	An old tune, no words, drifting through. Who plays it, and why, no one can say. Still — for a moment, you feel less alone.	歌詞のない古い曲が流れている。誰が、なぜ今もこれを流しているのかは分からない。それでも少しの間、一人じゃない気がする。	
data.bcast.music_unknown.name	일반 UI	라벨(명사구)		8	정체불명의 음악	Music from Nowhere	正体不明の音楽	
data.bcast.survivor1.air	일반 UI	라벨(명사구)		45	…바닷가요. 밤마다 불 켭니다. 지나는 배 있으면— 혼자 아니라고. …응답 바람.	…by the sea. Light burns each night. If you pass— you’re not alone. …do you copy.	…海辺です。毎晩、灯りをともします。通る船があれば— 一人じゃないと。…応答求む。	
data.bcast.survivor1.desc	일반 UI	라벨(명사구)		55	"바닷가에 있어요. 밤마다 불을 켜둡니다. 지나는 배가 있으면… 혼자가 아니라고 말해주고 싶어서."	"I’m by the sea. I keep a light burning each night. If a ship passes… I just want to say — you’re not alone."	「海辺にいます。毎晩、灯りをつけたままにしています。通りかかる船がいたら…一人じゃないと、伝えたくて。」	
data.bcast.survivor1.name	일반 UI	라벨(명사구)		11	생존자 사연 · 등대	Survivor’s Story · Lighthouse	生存者の便り · 灯台	
data.bcast.survivor2.air	일반 UI	라벨(명사구)		40	…딸이 라디오를 좋아했어요. 계속 틀어둡니다. …듣고 있으면, 응답해줘.	…my daughter loved the radio. I keep it on. …if you hear this, answer.	…娘がラジオを好きでした。ずっとつけています。…聞いているなら、応えてくれ。	
data.bcast.survivor2.desc	일반 UI	라벨(명사구)		55	"딸이 라디오를 좋아했어요. 그래서 계속 틀어둡니다. 언젠가 이 소릴 듣고 찾아올지도 모르니까요."	"My daughter loved the radio. So I keep it on. Maybe one day she hears it and finds her way back."	「娘がラジオを好きだったんです。だからずっとつけています。いつかこの音を聞いて、帰ってくるかもしれませんから。」	
data.bcast.survivor2.name	일반 UI	라벨(명사구)		11	생존자 사연 · 아이	Survivor’s Story · The Child	生存者の便り · 子ども	
data.craft.autopurifier.hint	일반 UI	라벨(명사구)		17	매일 물 +2 (배터리 1/일)	Water +2 daily (battery 1/day)	毎日 水+2（バッテリー1/日）	
data.craft.barrelfire.hint	일반 UI	라벨(명사구)		17	슬럼의 밤 — 드럼통에 피운 불	The slum's night — a fire in a drum	スラムの夜 — ドラム缶に灯した火	
data.craft.bed.hint	일반 UI	라벨(명사구)		12	천 + 프레임 → 침대	Cloth + frame → bed	布 + フレーム → ベッド	
data.craft.bookshelf.hint	일반 UI	라벨(명사구)		2	책장	Bookshelf	本棚	
data.craft.bookstack.hint	일반 UI	라벨(명사구)		11	주워 모은 책 무더기	A pile of gathered books	拾い集めた本の山	
data.craft.candelabra.hint	일반 UI	라벨(명사구)		25	가지 촛대 — 사치스러운 불빛 (양초 1/일)	A branched candelabra — an extravagant light (candle 1/day)	枝付き燭台 — 贅沢な明かり (ろうそく 1/日)	
data.craft.candle.hint	일반 UI	라벨(명사구)		13	캔들 스툴 (양초 격일)	Candle stool (candle every 2 days)	キャンドルスツール (ろうそく隔日)	
data.craft.chair.hint	일반 UI	라벨(명사구)		5	나무 의자	Wooden chair	木の椅子	
data.craft.charcoal.hint	일반 UI	라벨(명사구)		16	옷장에 추가 — 숯검정 물들임	Added to wardrobe — charcoal-dyed	ワードローブに追加 — 炭黒染め	
data.craft.clock.hint	일반 UI	라벨(명사구)		17	괘종시계 — 시간이 흐르는 소리	Grandfather clock — the sound of passing time	柱時計 — 時が流れる音	
data.craft.crate.hint	일반 UI	라벨(명사구)		5	수납 상자	Storage crate	収納箱	
data.craft.cratestack.hint	일반 UI	라벨(명사구)		14	쌓아 올린 보급 상자 더미	A stack of scavenged supply crates	積み上げた補給箱の山	
data.craft.cream.hint	일반 UI	라벨(명사구)		18	옷장에 추가 — 밝은 생지 그대로	Added to wardrobe — undyed cream	ワードローブに追加 — 明るい生成りのまま	
data.craft.cushion.hint	일반 UI	라벨(명사구)		9	푹신한 바닥 방석	A soft floor cushion	ふかふかの座布団	
data.craft.dresser.hint	일반 UI	라벨(명사구)		3	서랍장	Dresser	チェスト	
data.craft.forest.hint	일반 UI	라벨(명사구)		15	옷장에 추가 — 수풀 위장색	Added to wardrobe — thicket camo	ワードローブに追加 — 茂みの迷彩色	
data.craft.fridge.hint	일반 UI	라벨(명사구)		16	음식 부패 방지 (전력 필요)	Prevents food spoilage (needs power)	食料の腐敗防止（電力必要）	
data.craft.fuelpile.hint	일반 UI	라벨(명사구)		15	난롯가에 쌓아 둔 장작 더미	A firewood pile stacked by the stove	ストーブのそばに積んだ薪の山	
data.craft.generator.hint	일반 UI	라벨(명사구)		18	배터리 소비 무료화 (연료 필요)	Free battery use (needs fuel)	バッテリー消費を無料化（燃料必要）	
data.craft.globe.hint	일반 UI	라벨(명사구)		23	책으로 채운 지구본 — 가 보지 못한 곳들	A globe filled by books — places never seen	本で満たした地球儀 — 行けなかった場所	
data.craft.graffiti.hint	일반 UI	라벨(명사구)		10	뜯어온 벽의 목소리	A wall torn loose, still shouting	剥がしてきた壁の声	
data.craft.heater.hint	일반 UI	라벨(명사구)		22	한파 방어 + 겨울 쾌적 (연료 1/일)	Cold-snap defense + winter comfort (fuel 1/day)	寒波防御 + 冬の快適さ（燃料1/日）	
data.craft.jugcluster.hint	일반 UI	라벨(명사구)		14	물·연료를 담은 통 무더기	Clustered jugs of water and fuel	水・燃料を詰めた容器の山	
data.craft.lamp.hint	일반 UI	라벨(명사구)		18	부품 조립 조명 (배터리 1/일)	Part-built lamp (battery 1/day)	部品組みのランプ (バッテリー 1/日)	
data.craft.lantern.hint	일반 UI	라벨(명사구)		14	걸이형 랜턴 (양초 연료)	Hanging lantern (candle fuel)	吊り下げランタン（ろうそく燃料）	
data.craft.ledbar.hint	일반 UI	라벨(명사구)		33	LED 라이트 바 — 폐허의 마지막 신문물 (배터리 1/일)	LED light bar — the ruins' last piece of new tech (battery 1/day)	LEDライトバー — 廃墟最後の新製品 (バッテリー 1/日)	
data.craft.navy.hint	일반 UI	라벨(명사구)		16	옷장에 추가 — 짙은 밤바다색	Added to wardrobe — deep sea navy	ワードローブに追加 — 深い夜の海の色	
data.craft.neonair.hint	일반 UI	라벨(명사구)		19	죽은 방송국의 불빛 — ON AIR	A dead station's light — ON AIR	死んだ放送局の灯り — ON AIR	
data.craft.neonvip.hint	일반 UI	라벨(명사구)		21	도심의 밤 한 조각 — VIP ZONE	A shard of the city night — VIP ZONE	都会の夜のかけら — VIP ZONE	
data.craft.noticeboard.hint	일반 UI	라벨(명사구)		13	지도·메모를 꽂은 상황판	A board pinned with maps and notes	地図・メモを貼った状況ボード	
data.craft.phonograph.hint	일반 UI	라벨(명사구)		13	축음기 — 폐허에 음악을	A phonograph — music for the ruins	蓄音機 — 廃墟に音楽を	
data.craft.plant.hint	일반 UI	라벨(명사구)		9	화분에 심은 초록	Greenery in a pot	鉢に植えた緑	
data.craft.purifier.hint	일반 UI	라벨(명사구)		15	매일 물 +1 (전력 필요)	Water +1 daily (needs power)	毎日 水+1（電力必要）	
data.craft.radio.hint	일반 UI	라벨(명사구)		11	라디오 (날씨 예보)	Radio (weather forecast)	ラジオ（天気予報）	
data.craft.res_bandage.hint	일반 UI	라벨(명사구)		6	기본 치료품	Basic first aid	基本の救急用品	
data.craft.res_candle.hint	일반 UI	라벨(명사구)		5	조명 연료	Lighting fuel	照明用燃料	
data.craft.res_canned.hint	일반 UI	라벨(명사구)		24	소금으로 절인 보존식 — 여름 부패를 이긴다	Salt-cured preserves — beats summer spoilage	塩漬けの保存食 — 夏の腐敗に負けない	
data.craft.res_material.hint	일반 UI	라벨(명사구)		7	수리·유지비용	Repairs & upkeep	修理・維持コスト	
data.craft.rug.hint	일반 UI	라벨(명사구)		8	천을 엮은 러그	A woven-cloth rug	布を編んだラグ	
data.craft.skipoles.hint	일반 UI	라벨(명사구)		23	스키 폴대 — 벽에 기대 두면 그림이 된다	Ski poles — leaned on a wall, they become a picture	スキーポール — 壁に立てかければ絵になる	
data.craft.skis.hint	일반 UI	라벨(명사구)		12	눈 좋던 시절의 한 쌍	A pair from the good snow years	雪が良かった頃のひと組	
data.craft.snowboard.hint	일반 UI	라벨(명사구)		11	슬로프가 사라진 보드	A board that outlived its slopes	スロープを失ったボード	
data.craft.sofa.hint	일반 UI	라벨(명사구)		6	패브릭 소파	Fabric sofa	ファブリックソファ	
data.craft.stove.hint	일반 UI	라벨(명사구)		23	장작 난로 — 최고의 온기 (연료 1/일)	Wood stove — the best warmth (fuel 1/day)	薪ストーブ — 最高の暖かさ（燃料1/日）	
data.craft.suit.hint	일반 UI	라벨(명사구)		10	폐허 이전의 출근길	A commute from before the ruin	廃墟になる前の通勤路	
data.craft.supplyshelf.hint	일반 UI	라벨(명사구)		15	통조림·병을 채운 보급 선반	A supply shelf stocked with cans and jars	缶詰・瓶を詰めた補給棚	
data.craft.table.hint	일반 UI	라벨(명사구)		2	식탁	Dining table	食卓	
data.craft.teatable.hint	일반 UI	라벨(명사구)		15	낮은 찻상 — 따뜻한 한 잔	A low tea table — a warm cup	低いティーテーブル — 温かい一杯	
data.craft.wine.hint	일반 UI	라벨(명사구)		18	옷장에 추가 — 소금 매염 와인빛	Added to wardrobe — salt-mordant wine	ワードローブに追加 — 塩媒染のワイン色	
data.def.autopurifier.appliance.label	일반 UI	라벨(명사구)		21	매일 깨끗한 물 +2 (배터리 1/일)	Clean water +2 daily (battery 1/day)	毎日きれいな水+2（バッテリー1/日）	
data.def.autopurifier.colorNames	일반 UI	라벨(명사구)		12	스틸|화이트|틸|네이비	Steel|White|Teal|Navy	スチール|ホワイト|ティール|ネイビー	
data.def.autopurifier.name	일반 UI	라벨(명사구)		6	자동 급수기	Auto Water Station	自動給水器	
data.def.barrelfire.colorNames	일반 UI	라벨(명사구)		23	방청 레드|올리브 드럼|재 그레이|슬레이트	Red Oxide|Olive Drum|Ash Gray|Slate	防錆レッド|オリーブドラム|アッシュグレー|スレート	
data.def.barrelfire.name	일반 UI	라벨(명사구)		6	드럼통 화로	Barrel Fire	ドラム缶の焚き火	
data.def.bed.colorNames	일반 UI	라벨(명사구)		16	와인레드|포레스트|네이비|크림	Wine Red|Forest|Navy|Cream	ワインレッド|フォレスト|ネイビー|クリーム	
data.def.bed.name	일반 UI	라벨(명사구)		2	침대	Bed	ベッド	
data.def.bookshelf.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.bookshelf.name	일반 UI	라벨(명사구)		2	책장	Bookshelf	本棚	
data.def.bookstack.colorNames	일반 UI	라벨(명사구)		13	모험담|시집|도감|일기장	Adventure|Poetry|Field Guide|Diary	冒険譚|詩集|図鑑|日記帳	
data.def.bookstack.name	일반 UI	라벨(명사구)		4	책 더미	Book Stack	本の山	
data.def.candelabra.colorNames	일반 UI	라벨(명사구)		14	황동|실버|블랙|앤티크골드	Brass|Silver|Black|Antique Gold	真鍮|シルバー|ブラック|アンティークゴールド	
data.def.candelabra.name	일반 UI	라벨(명사구)		2	촛대	Candelabra	燭台	
data.def.candle.colorNames	일반 UI	라벨(명사구)		13	우드|화이트|블랙|라벤더	Wood|White|Black|Lavender	ウッド|ホワイト|ブラック|ラベンダー	
data.def.candle.name	일반 UI	라벨(명사구)		5	캔들 스툴	Candle Stool	キャンドルスツール	
data.def.chair.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.chair.name	일반 UI	라벨(명사구)		2	의자	Chair	椅子	
data.def.clock.colorNames	일반 UI	라벨(명사구)		15	마호가니|오크|블랙|아이보리	Mahogany|Oak|Black|Ivory	マホガニー|オーク|ブラック|アイボリー	
data.def.clock.name	일반 UI	라벨(명사구)		4	괘종시계	Grandfather Clock	振り子時計	
data.def.crate.colorNames	일반 UI	라벨(명사구)		16	오크|월넛|화이트워시|블랙우드	Oak|Walnut|Whitewash|Blackwood	オーク|ウォールナット|ホワイトウォッシュ|ブラックウッド	
data.def.crate.name	일반 UI	라벨(명사구)		4	나무상자	Wooden Crate	木箱	
data.def.cratestack.colorNames	일반 UI	라벨(명사구)		13	파인|올리브|러스트|애쉬	Pine|Olive|Rust|Ash	パイン|オリーブ|ラスト|アッシュ	
data.def.cratestack.name	일반 UI	라벨(명사구)		5	보급 상자	Supply Crates	補給箱	
data.def.curtain.colorNames	일반 UI	라벨(명사구)		15	리넨|세이지|버건디|머스터드	Linen|Sage|Burgundy|Mustard	リネン|セージ|バーガンディ|マスタード	
data.def.curtain.name	일반 UI	라벨(명사구)		2	커튼	Curtain	カーテン	
data.def.cushion.colorNames	일반 UI	라벨(명사구)		15	머스터드|와인|세이지|인디고	Mustard|Wine|Sage|Indigo	マスタード|ワイン|セージ|インディゴ	
data.def.cushion.name	일반 UI	라벨(명사구)		2	방석	Cushion	座布団	
data.def.desklamp.colorNames	일반 UI	라벨(명사구)		12	그린|블랙|브라스|크림	Green|Black|Brass|Cream	グリーン|ブラック|ブラス|クリーム	
data.def.desklamp.name	일반 UI	라벨(명사구)		5	책상 램프	Desk Lamp	デスクランプ	
data.def.dresser.colorNames	일반 UI	라벨(명사구)		17	내추럴|다크브라운|화이트|그레이	Natural|Dark Brown|White|Gray	ナチュラル|ダークブラウン|ホワイト|グレー	
data.def.dresser.name	일반 UI	라벨(명사구)		3	서랍장	Dresser	チェスト	
data.def.firstaidbox.colorNames	일반 UI	라벨(명사구)		13	화이트|레드|올리브|스틸	White|Red|Olive|Steel	ホワイト|レッド|オリーブ|スチール	
data.def.firstaidbox.name	일반 UI	라벨(명사구)		4	구급상자	First-Aid Box	救急箱	
data.def.frame.colorNames	일반 UI	라벨(명사구)		16	호두나무|골드|화이트|슬레이트	Walnut|Gold|White|Slate	クルミ|ゴールド|ホワイト|スレート	
data.def.frame.name	일반 UI	라벨(명사구)		2	액자	Framed Picture	額縁	
data.def.fridge.appliance.label	일반 UI	라벨(명사구)		8	음식 부패 방지	Prevents food spoilage	食料の腐敗防止	
data.def.fridge.colorNames	일반 UI	라벨(명사구)		14	체리레드|민트|크림|화이트	Cherry Red|Mint|Cream|White	チェリーレッド|ミント|クリーム|ホワイト	
